DaysSince5/19/06,SPY Raw,SPY ADJ,VIX,3Mo Interest Rate,SSVI eta,SSVI rho,VXST (estimate before 2/3/14)
3335,206.72,185.61,17.01,0.000200,3.2441,-0.6814,18.26
3336,208.02,186.78,16.09,0.000200,3.2441,-0.6814,22.68
3337,204.53,183.65,19.66,0.000200,3.2441,-0.6814,22.53
3338,204.90,183.98,19.97,0.000300,3.2441,-0.6814,17.47
3339,207.48,186.30,16.83,0.000100,3.2441,-0.6814,14.31
3342,209.77,188.35,13.90,0.000200,3.2441,-0.6814,13.16
3343,210.68,189.17,13.37,0.000100,3.2441,-0.6814,13.75
3344,210.61,189.11,13.23,0.000200,3.2441,-0.6814,10.15
3345,212.30,190.62,12.11,0.000200,3.2441,-0.6814,9.11
3346,212.48,190.79,11.95,0.000300,3.2441,-0.6814,10.47
3349,212.59,190.88,12.25,0.000400,3.2441,-0.6814,11.62
3350,211.75,190.13,12.22,0.000300,3.2441,-0.6814,11.40
3351,211.37,189.79,12.12,0.000400,3.2441,-0.6814,11.84
3352,210.18,188.72,12.64,0.000300,3.2441,-0.6814,12.87
3353,208.00,186.76,13.74,0.000400,3.2441,-0.6814,17.32
3356,206.79,185.68,15.60,0.000500,3.2441,-0.6814,13.92
3357,209.33,187.96,13.44,0.000500,3.2441,-0.6814,12.20
3358,210.77,189.25,12.50,0.000600,3.2441,-0.6814,10.99
3359,210.82,189.29,12.13,0.000700,3.2441,-0.6814,10.37
3360,210.50,189.01,12.12,0.000800,3.2441,-0.6814,12.77
3363,209.79,188.37,12.56,0.000800,3.2441,-0.6814,13.61
3364,209.38,188.00,13.00,0.000800,3.2441,-0.6814,13.77
3365,210.07,188.62,12.51,0.000800,3.2441,-0.6814,13.68
3366,208.35,187.08,13.77,0.000400,3.2441,-0.6814,12.85
3367,207.95,186.72,13.39,0.000600,3.2441,-0.6814,11.66
3370,210.57,189.07,12.23,0.001200,3.2441,-0.6814,15.73
3371,208.67,187.36,13.71,0.001000,3.2441,-0.6814,16.23
3372,208.92,187.59,13.61,0.001000,3.2441,-0.6814,13.71
3373,208.66,187.36,13.49,0.001000,3.2441,-0.6814,11.46
3374,209.42,188.04,12.83,0.000900,3.2441,-0.6814,11.75
3377,210.59,189.09,13.02,0.001000,3.2441,-0.6814,12.94
3378,209.98,188.54,13.79,0.000700,3.2441,-0.6814,16.53
3379,208.32,187.05,15.25,0.000500,3.2441,-0.6814,21.19
3380,203.97,183.14,19.14,0.000200,3.2441,-0.6814,42.68
3381,197.83,177.63,28.03,0.000300,3.2441,-0.6814,65.81
3384,189.50,170.15,40.74,0.000600,3.2441,-0.6814,51.69
3385,187.27,168.15,36.02,0.000700,3.2441,-0.6814,41.83
3386,194.46,174.61,30.32,0.000600,3.2441,-0.6814,29.48
3387,199.27,178.92,26.10,0.000600,3.2441,-0.6814,28.04
3388,199.28,178.93,26.05,0.000600,3.2441,-0.6814,30.84
3391,197.67,177.49,28.43,0.000800,3.2441,-0.6814,35.95
3392,191.77,172.19,31.40,0.000300,3.2441,-0.6814,28.67
3393,195.41,175.46,26.09,0.000300,3.2441,-0.6814,23.74
3394,195.55,175.58,25.61,0.000200,3.2441,-0.6814,25.34
3395,192.59,172.93,27.80,0.000200,3.2441,-0.6814,25.25
3399,197.43,177.27,24.90,0.000600,3.2441,-0.6814,30.14
3400,194.79,174.90,26.23,0.000300,3.2441,-0.6814,26.98
3401,195.85,175.85,24.37,0.000200,3.2441,-0.6814,23.33
3402,196.74,176.65,23.20,0.000400,3.2441,-0.6814,28.47
3405,196.01,176.00,24.25,0.000700,3.2441,-0.6814,28.35
3406,198.46,178.20,22.54,0.000700,3.2441,-0.6814,31.53
3407,200.18,179.74,21.35,0.000600,3.2441,-0.6814,21.12
3408,199.73,179.34,21.14,0.000100,3.2441,-0.6814,21.31
3409,195.45,176.41,22.28,0.000000,3.2441,-0.6814,19.23
3412,196.46,177.32,20.14,0.000100,3.2441,-0.6814,23.98
3413,193.91,175.02,22.44,0.000000,3.2441,-0.6814,23.54
3414,193.60,174.74,22.13,0.000100,3.2441,-0.6814,24.48
3415,192.90,174.10,23.47,0.000100,3.2441,-0.6814,22.92
3416,192.85,174.06,23.62,0.000000,3.2441,-0.6814,33.63
3419,188.01,169.69,27.63,0.000100,3.2441,-0.6814,32.10
3420,188.12,169.79,26.83,0.000100,3.2441,-0.6814,28.83
3421,191.63,172.96,24.50,0.000000,3.2441,-0.6814,21.99
3422,192.13,173.41,22.55,0.000000,3.2441,-0.6814,19.16
3423,195.00,176.00,20.94,0.000000,3.2441,-0.6814,19.93
3426,198.47,179.13,19.54,0.000100,3.2441,-0.6814,18.93
3427,197.79,178.52,19.40,0.000000,3.2441,-0.6814,18.39
3428,199.41,179.98,18.40,0.000000,3.2441,-0.6814,15.23
3429,201.21,181.61,17.42,0.000000,3.2441,-0.6814,13.48
3430,201.33,181.71,17.08,0.000100,3.2441,-0.6814,14.73
3433,201.52,181.89,16.17,0.000100,3.2441,-0.6814,17.27
3434,200.25,180.74,17.67,0.000100,3.2441,-0.6814,17.38
3435,199.29,179.87,18.03,0.000000,3.2441,-0.6814,13.41
3436,202.35,182.63,16.05,0.000100,3.2441,-0.6814,12.04
3437,203.27,183.46,15.05,0.000100,3.2441,-0.6814,13.01
3440,203.37,183.55,14.98,0.000200,3.2441,-0.6814,14.66
3441,203.11,183.32,15.75,0.000200,3.2441,-0.6814,17.90
3442,201.85,182.18,16.70,0.000100,3.2441,-0.6814,12.82
3443,205.26,185.26,14.45,0.000000,3.2441,-0.6814,12.68
3444,207.51,187.29,14.46,0.000100,3.2441,-0.6814,15.23
3447,207.00,186.83,15.29,0.000200,3.2441,-0.6814,17.59
3448,206.60,186.47,15.43,0.000300,3.2441,-0.6814,14.78
3449,208.95,188.59,14.33,0.000400,3.2441,-0.6814,14.55
3450,208.83,188.48,14.61,0.000700,3.2441,-0.6814,14.07
3451,207.93,187.67,15.07,0.000800,3.2441,-0.6814,14.48
3454,210.39,189.89,14.15,0.000800,3.2441,-0.6814,15.63
3455,211.00,190.44,14.54,0.000600,3.2441,-0.6814,18.05
3456,210.36,189.86,15.51,0.000500,3.2441,-0.6814,14.13
3457,210.15,189.67,15.05,0.000500,3.2441,-0.6814,11.93
3458,210.04,189.57,14.33,0.000800,3.2441,-0.6814,16.67
3461,208.08,187.81,16.52,0.001400,3.2441,-0.6814,14.21
3462,208.56,188.24,15.29,0.001300,3.2441,-0.6814,15.72
3463,207.74,187.50,16.06,0.001300,3.2441,-0.6814,18.77
3464,204.84,184.88,18.37,0.001400,3.2441,-0.6814,21.16
3465,202.54,182.81,20.08,0.001400,3.2441,-0.6814,18.47
3468,205.62,185.59,18.16,0.001500,3.2441,-0.6814,18.96
3469,205.47,185.45,18.84,0.001400,3.2441,-0.6814,13.90
3470,208.73,188.39,16.85,0.001200,3.2441,-0.6814,12.96
3471,208.55,188.23,16.99,0.001100,3.2441,-0.6814,10.76
3472,209.31,188.92,15.47,0.001200,3.2441,-0.6814,11.08
3475,209.07,188.70,15.62,0.001400,3.2441,-0.6814,11.42
3476,209.35,188.95,15.93,0.001600,3.2441,-0.6814,9.23
3477,209.32,188.93,15.19,0.001900,3.2441,-0.6814,14.23
3479,209.56,189.14,15.12,0.001800,3.2441,-0.6814,18.67
3482,208.69,188.36,16.13,0.002200,3.2441,-0.6814,16.07
3483,210.68,190.15,14.67,0.002100,3.2441,-0.6814,21.35
3484,208.53,188.21,15.91,0.002100,3.2441,-0.6814,18.72
3485,205.61,185.58,18.11,0.002100,3.2441,-0.6814,12.65
3486,209.62,189.20,14.81,0.002300,3.2441,-0.6814,14.79
3489,208.35,188.05,15.84,0.002900,3.2441,-0.6814,18.58
3490,206.95,186.79,17.60,0.002700,3.2441,-0.6814,25.56
3491,205.34,185.33,19.61,0.002600,3.2441,-0.6814,20.66
3492,205.87,185.81,19.34,0.002400,3.2441,-0.6814,29.03
3493,201.88,182.21,24.39,0.002300,3.2441,-0.6814,29.36
3496,202.90,183.13,22.73,0.002600,3.2441,-0.6814,29.61
3497,205.03,185.05,20.95,0.002500,3.2441,-0.6814,23.60
3498,208.03,187.76,17.86,0.002700,3.2441,-0.6814,19.09
3499,204.86,184.90,18.94,0.002300,3.2441,-0.6814,19.15
3500,200.02,181.61,20.70,0.001900,3.2441,-0.6814,18.81
3503,201.67,183.10,18.70,0.002400,3.2441,-0.6814,15.48
3504,203.50,184.77,16.60,0.002100,3.2441,-0.6814,13.38
3505,206.02,187.05,15.57,0.002000,3.2441,-0.6814,12.83
3506,205.68,186.74,15.74,0.002000,3.2441,-0.6814,15.94
3510,205.21,186.32,16.91,0.002300,3.2441,-0.6814,15.47
3511,207.40,188.31,16.08,0.002300,3.2441,-0.6814,15.97
3512,205.93,186.97,17.29,0.002100,3.2441,-0.6814,17.42
3513,203.87,185.10,18.21,0.001600,3.2441,-0.6814,24.35
3517,201.02,182.51,20.70,0.002200,3.2441,-0.6814,22.66
3518,201.36,182.82,19.34,0.002000,3.2441,-0.6814,25.88
3519,198.82,180.52,20.59,0.002100,3.2441,-0.6814,26.60
3520,194.05,176.19,24.99,0.002000,3.2441,-0.6814,28.64
3521,191.92,174.25,27.01,0.002000,3.2441,-0.6814,26.39
3524,192.11,174.42,24.30,0.002100,3.2441,-0.6814,24.48
3525,193.66,175.83,22.47,0.002100,3.2441,-0.6814,30.66
3526,188.83,171.45,25.22,0.002200,3.2441,-0.6814,26.05
3527,191.93,174.26,23.95,0.002500,3.2441,-0.6814,30.00
3528,187.81,170.52,27.02,0.002400,3.2441,-0.6814,35.84
3532,188.06,170.75,26.05,0.002600,3.2441,-0.6814,40.90
3533,185.65,168.56,27.59,0.002600,3.2441,-0.6814,30.31
3534,186.69,169.50,26.69,0.002800,3.2441,-0.6814,22.28
3535,190.52,172.98,22.34,0.003100,3.2441,-0.6814,27.99
3538,187.64,170.37,24.15,0.003100,3.2441,-0.6814,27.24
3539,190.20,172.69,22.50,0.003100,3.2441,-0.6814,28.82
3540,188.13,170.81,23.11,0.003200,3.2441,-0.6814,23.59
3541,189.11,171.70,22.42,0.003500,3.2441,-0.6814,19.06
3542,193.72,175.89,20.20,0.003300,3.2441,-0.6814,20.94
3545,193.65,175.82,19.98,0.003500,3.2441,-0.6814,24.84
3546,190.16,172.65,21.98,0.003400,3.2441,-0.6814,28.43
3547,191.30,173.69,21.65,0.003300,3.2441,-0.6814,22.06
3548,191.60,173.96,21.84,0.002900,3.2441,-0.6814,23.60
3549,187.95,170.65,23.38,0.003000,3.2441,-0.6814,30.75
3552,185.42,168.35,26.00,0.003200,3.2441,-0.6814,31.85
3553,185.43,168.36,26.54,0.003000,3.2441,-0.6814,31.02
3554,185.27,168.21,26.29,0.003100,3.2441,-0.6814,27.08
3555,182.86,166.03,28.14,0.002800,3.2441,-0.6814,21.44
3556,186.63,169.45,25.40,0.003000,3.2441,-0.6814,21.20
3560,189.78,172.31,24.11,0.003000,3.2441,-0.6814,19.58
3561,192.88,175.12,22.31,0.003000,3.2441,-0.6814,19.28
3562,192.09,174.41,21.64,0.003000,3.2441,-0.6814,17.42
3563,192.00,174.32,20.53,0.003100,3.2441,-0.6814,17.85
3566,194.78,176.85,19.38,0.003300,3.2441,-0.6814,20.85
3567,192.32,174.61,20.98,0.003200,3.2441,-0.6814,21.72
3568,193.20,175.41,20.72,0.003300,3.2441,-0.6814,17.73
3569,195.54,177.54,19.11,0.003200,3.2441,-0.6814,18.40
3570,195.09,177.13,19.81,0.003300,3.2441,-0.6814,21.88
3573,193.56,175.74,20.55,0.003300,3.2441,-0.6814,17.98
3574,198.11,179.87,17.70,0.003300,3.2441,-0.6814,17.38
3575,199.00,180.68,17.09,0.003600,3.2441,-0.6814,15.71
3576,199.78,181.39,16.70,0.002800,3.2441,-0.6814,15.16
3577,200.43,181.98,16.86,0.002900,3.2441,-0.6814,17.05
3580,200.59,182.12,17.35,0.003200,3.2441,-0.6814,20.30
3581,198.40,180.13,18.67,0.002900,3.2441,-0.6814,20.63
3582,199.38,181.02,18.34,0.003000,3.2441,-0.6814,17.73
3583,199.54,181.17,18.05,0.003200,3.2441,-0.6814,15.08
3584,202.76,184.09,16.50,0.003300,3.2441,-0.6814,16.94
3587,202.50,183.86,16.92,0.003400,3.2441,-0.6814,19.86
3588,202.17,183.56,16.84,0.003400,3.2441,-0.6814,17.16
3589,203.34,184.62,14.99,0.003100,3.2441,-0.6814,12.61
3590,204.63,185.79,14.44,0.002900,3.2441,-0.6814,11.76
3591,204.38,186.52,14.02,0.003000,3.2441,-0.6814,13.11
3594,204.67,186.79,13.79,0.003100,3.2441,-0.6814,13.45
3595,204.56,186.69,14.17,0.003000,3.2441,-0.6814,13.38
3596,203.21,185.45,14.94,0.003000,3.2441,-0.6814,12.02
3597,203.12,185.37,14.74,0.003000,3.2441,-0.6814,14.44
3601,203.24,185.48,15.24,0.002900,3.2441,-0.6814,12.97
3602,205.12,187.20,13.82,0.002300,3.2441,-0.6814,13.08
3603,206.02,188.02,13.56,0.002000,3.2441,-0.6814,12.18
3604,205.52,187.56,13.95,0.002100,3.2441,-0.6814,10.50
3605,206.92,188.84,13.10,0.002300,3.2441,-0.6814,12.54
3608,206.25,188.23,14.12,0.002300,3.2441,-0.6814,14.87
3609,204.19,186.35,15.42,0.002300,3.2441,-0.6814,13.13
3610,206.42,188.38,14.09,0.002300,3.2441,-0.6814,15.15
3611,203.95,186.13,16.16,0.002300,3.2441,-0.6814,13.06
3612,204.50,186.63,15.36,0.002300,3.2441,-0.6814,16.08
3615,204.02,186.19,16.26,0.002300,3.2441,-0.6814,13.91
3616,205.92,187.93,14.85,0.002200,3.2441,-0.6814,12.74
3617,208.00,189.83,13.84,0.002300,3.2441,-0.6814,11.98
3618,208.01,189.83,13.72,0.002200,3.2441,-0.6814,11.41
3619,207.78,189.62,13.62,0.002200,3.2441,-0.6814,11.86
3622,209.24,190.96,13.35,0.002200,3.2441,-0.6814,12.79
3623,209.90,191.56,13.24,0.002100,3.2441,-0.6814,13.63
3624,210.10,191.74,13.28,0.002300,3.2441,-0.6814,13.24
3625,208.97,190.71,13.95,0.002300,3.2441,-0.6814,11.74
3626,208.97,190.71,13.22,0.002300,3.2441,-0.6814,14.33
3629,208.61,190.38,14.08,0.002500,3.2441,-0.6814,15.07
3630,208.92,190.66,13.96,0.002400,3.2441,-0.6814,14.48
3631,209.35,191.06,13.77,0.002400,3.2441,-0.6814,14.52
3632,207.45,189.32,15.22,0.002200,3.2441,-0.6814,14.70
3633,206.33,188.30,15.70,0.002200,3.2441,-0.6814,14.03
3636,207.97,189.80,14.68,0.002200,3.2441,-0.6814,16.82
3637,206.16,188.15,15.60,0.002100,3.2441,-0.6814,17.73
3638,205.01,187.10,16.05,0.001900,3.2441,-0.6814,15.34
3639,204.97,187.06,15.91,0.002000,3.2441,-0.6814,12.87
3640,205.72,187.74,14.72,0.001900,3.2441,-0.6814,13.88
3643,205.89,187.90,14.57,0.002400,3.2441,-0.6814,12.98
3644,208.45,190.24,13.63,0.002400,3.2441,-0.6814,15.32
3645,206.50,188.46,14.69,0.002600,3.2441,-0.6814,13.37
3646,206.56,188.51,14.41,0.002700,3.2441,-0.6814,14.01
3647,204.76,186.87,15.04,0.002900,3.2441,-0.6814,14.00
3650,206.78,188.71,14.68,0.002800,3.2441,-0.6814,16.74
3651,204.85,186.95,15.57,0.002800,3.2441,-0.6814,17.27
3652,204.91,187.01,15.95,0.003000,3.2441,-0.6814,15.32
3653,204.20,186.36,16.33,0.003100,3.2441,-0.6814,12.34
3654,205.49,187.53,15.20,0.003300,3.2441,-0.6814,13.89
3657,205.21,187.28,15.82,0.003500,3.2441,-0.6814,12.34
3658,207.87,189.71,14.42,0.003500,3.2441,-0.6814,12.23
3659,209.28,190.99,13.90,0.003300,3.2441,-0.6814,10.27
3660,209.34,191.05,13.43,0.003100,3.2441,-0.6814,9.23
3661,210.24,191.87,13.12,0.003200,3.2441,-0.6814,12.55
3665,209.84,191.50,14.19,0.003400,3.2441,-0.6814,13.01
3666,210.27,191.90,14.20,0.003000,3.2441,-0.6814,10.74
3667,210.91,192.48,13.63,0.002900,3.2441,-0.6814,9.48
3668,210.28,191.91,13.47,0.003000,3.2441,-0.6814,10.78
3671,211.35,192.88,13.65,0.002800,3.2441,-0.6814,10.95
3672,211.68,193.18,14.05,0.002800,3.2441,-0.6814,10.38
3673,212.37,193.81,14.08,0.002400,3.2441,-0.6814,11.13
3674,212.08,193.55,14.64,0.002600,3.2441,-0.6814,13.86
3675,210.07,191.71,17.03,0.002600,3.2441,-0.6814,18.29
3678,208.45,190.24,20.97,0.002700,3.2441,-0.6814,16.34
3679,208.04,189.86,20.50,0.002700,3.2441,-0.6814,15.89
3680,207.75,189.60,20.14,0.002600,3.2441,-0.6814,21.93
3681,208.37,190.16,19.37,0.002700,3.2441,-0.6814,21.99
3682,206.52,189.45,19.41,0.002700,3.2441,-0.6814,24.57
3685,207.85,190.67,18.37,0.002800,3.2441,-0.6814,26.79
3686,208.44,191.22,18.48,0.002700,3.2441,-0.6814,40.69
3687,208.10,190.90,21.17,0.002700,3.2441,-0.6814,21.82
3688,210.81,193.39,17.25,0.003100,3.2441,-0.6814,32.68
3689,203.24,186.45,25.76,0.002700,3.2441,-0.6814,27.46
3692,199.60,183.11,23.85,0.002700,3.2441,-0.6814,22.45
3693,203.20,186.41,18.75,0.002600,3.2441,-0.6814,19.32
3694,206.66,189.58,16.64,0.002600,3.2441,-0.6814,13.95
3695,209.48,192.17,15.63,0.002600,3.2441,-0.6814,10.97
3696,209.92,192.57,14.77,0.002800,3.2441,-0.6814,15.35
3700,208.41,191.19,15.58,0.002800,3.2441,-0.6814,14.43
3701,209.66,192.34,14.96,0.002700,3.2441,-0.6814,12.83
3702,209.53,192.22,14.76,0.002900,3.2441,-0.6814,11.00
3703,212.65,195.08,13.20,0.002800,3.2441,-0.6814,11.74
3706,213.40,195.77,13.54,0.003100,3.2441,-0.6814,12.89
3707,214.95,197.19,13.55,0.002900,3.2441,-0.6814,11.81
3708,214.92,197.16,13.04,0.003100,3.2441,-0.6814,10.67
3709,216.12,198.26,12.82,0.003200,3.2441,-0.6814,9.61
3710,215.83,198.00,12.67,0.003200,3.2441,-0.6814,10.83
3713,216.41,198.53,12.44,0.003200,3.2441,-0.6814,11.22
3714,216.19,198.33,11.97,0.003100,3.2441,-0.6814,11.30
3715,217.09,199.15,11.77,0.003200,3.2441,-0.6814,11.27
3716,216.27,198.40,12.74,0.003200,3.2441,-0.6814,9.69
3717,217.24,199.29,12.02,0.003300,3.2441,-0.6814,12.24
3720,216.65,198.75,12.87,0.003200,3.2441,-0.6814,13.29
3721,216.75,198.84,13.05,0.003100,3.2441,-0.6814,13.46
3722,216.52,198.63,12.83,0.003100,3.2441,-0.6814,11.78
3723,216.77,198.86,12.72,0.002500,3.2441,-0.6814,9.73
3724,217.12,199.18,11.87,0.002800,3.2441,-0.6814,11.22
3727,216.94,199.01,12.44,0.002900,3.2441,-0.6814,13.04
3728,215.55,197.74,13.37,0.002900,3.2441,-0.6814,12.37
3729,216.18,198.32,12.86,0.002800,3.2441,-0.6814,10.61
3730,216.41,198.53,12.42,0.002600,3.2441,-0.6814,8.51
3731,218.18,200.15,11.39,0.002800,3.2441,-0.6814,9.84
3734,218.05,200.03,11.50,0.003100,3.2441,-0.6814,10.12
3735,218.18,200.15,11.66,0.002900,3.2441,-0.6814,10.59
3736,217.64,199.66,12.05,0.002800,3.2441,-0.6814,9.49
3737,218.65,200.58,11.68,0.002800,3.2441,-0.6814,9.02
3738,218.46,200.41,11.55,0.002900,3.2441,-0.6814,9.51
3741,219.09,200.99,11.81,0.003100,3.2441,-0.6814,11.14
3742,217.96,199.95,12.64,0.002700,3.2441,-0.6814,11.30
3743,218.37,200.33,12.19,0.003000,3.2441,-0.6814,9.66
3744,218.86,200.77,11.43,0.003000,3.2441,-0.6814,8.89
3745,218.54,200.48,11.34,0.003000,3.2441,-0.6814,10.91
3748,218.53,200.47,12.27,0.002900,3.2441,-0.6814,11.92
3749,218.97,200.88,12.38,0.003000,3.2441,-0.6814,15.07
3750,217.85,199.85,13.45,0.003100,3.2441,-0.6814,12.88
3751,217.70,199.71,13.63,0.003300,3.2441,-0.6814,12.00
3752,217.29,199.33,13.65,0.003400,3.2441,-0.6814,11.43
3755,218.36,200.32,12.94,0.003300,3.2441,-0.6814,11.71
3756,218.00,199.99,13.12,0.003300,3.2441,-0.6814,14.43
3757,217.38,199.42,13.42,0.003300,3.2441,-0.6814,11.85
3758,217.39,199.43,13.48,0.003300,3.2441,-0.6814,8.69
3759,218.37,200.33,11.98,0.003300,3.2441,-0.6814,10.12
3763,219.03,200.93,12.02,0.003200,3.2441,-0.6814,10.03
3764,219.01,200.91,11.94,0.003400,3.2441,-0.6814,10.41
3765,218.51,200.45,12.51,0.003500,3.2441,-0.6814,18.73
3766,213.28,195.66,17.50,0.003500,3.2441,-0.6814,15.56
3769,216.34,198.46,15.16,0.003700,3.2441,-0.6814,19.78
3770,213.23,195.61,17.85,0.003600,3.2441,-0.6814,19.49
3771,213.15,195.54,18.14,0.003300,3.2441,-0.6814,17.09
3772,215.28,197.49,16.30,0.002900,3.2441,-0.6814,15.20
3773,213.37,196.73,15.37,0.003000,3.2441,-0.6814,17.94
3776,213.41,196.76,15.53,0.003000,3.2441,-0.6814,21.18
3777,213.42,196.77,15.92,0.003000,3.2441,-0.6814,14.36
3778,215.82,198.99,13.30,0.002200,3.2441,-0.6814,10.56
3779,217.18,200.24,12.02,0.001800,3.2441,-0.6814,11.48
3780,215.99,199.14,12.29,0.001800,3.2441,-0.6814,17.80
3783,214.24,197.53,14.50,0.002500,3.2441,-0.6814,13.70
3784,215.57,198.76,13.10,0.002600,3.2441,-0.6814,12.84
3785,216.64,199.74,12.39,0.002700,3.2441,-0.6814,14.97
3786,214.68,197.94,14.02,0.002600,3.2441,-0.6814,12.18
3787,216.30,199.43,13.29,0.002900,3.2441,-0.6814,13.66
3790,215.78,198.95,13.57,0.003200,3.2441,-0.6814,14.01
3791,214.68,197.94,13.63,0.003300,3.2441,-0.6814,13.47
3792,215.63,198.81,12.99,0.003200,3.2441,-0.6814,11.43
3793,215.78,198.95,12.84,0.003300,3.2441,-0.6814,11.21
3794,215.04,198.27,13.48,0.003300,3.2441,-0.6814,10.73
3797,216.16,199.30,13.38,0.003300,3.2441,-0.6814,14.92
3798,213.43,196.78,15.36,0.003500,3.2441,-0.6814,14.42
3799,213.71,197.04,15.91,0.003700,3.2441,-0.6814,13.95
3800,213.01,196.40,16.69,0.003000,3.2441,-0.6814,12.49
3801,213.12,196.50,16.12,0.003200,3.2441,-0.6814,14.16
3804,212.38,195.81,16.21,0.003400,3.2441,-0.6814,12.71
3805,213.71,197.04,15.28,0.003400,3.2441,-0.6814,12.41
3806,214.28,197.57,14.41,0.003500,3.2441,-0.6814,10.83
3807,213.88,197.20,13.75,0.003500,3.2441,-0.6814,10.23
3808,213.98,197.29,13.34,0.003400,3.2441,-0.6814,11.00
3811,214.89,198.13,13.02,0.003300,3.2441,-0.6814,11.92
3812,214.17,197.46,13.46,0.003400,3.2441,-0.6814,12.45
3813,213.74,197.07,14.24,0.003300,3.2441,-0.6814,13.74
3814,213.17,196.54,15.36,0.003000,3.2441,-0.6814,15.07
3815,212.54,195.96,16.19,0.003000,3.2441,-0.6814,15.36
3818,212.55,195.97,17.06,0.003400,3.2441,-0.6814,16.52
3819,211.01,194.55,18.56,0.003500,3.2441,-0.6814,18.14
3820,209.74,193.38,19.32,0.003700,3.2441,-0.6814,28.84
3821,208.78,192.50,22.08,0.003800,3.2441,-0.6814,30.71
3822,208.55,192.28,22.51,0.003800,3.2441,-0.6814,31.91
3825,213.15,196.52,18.71,0.004100,3.2441,-0.6814,38.36
3826,214.11,197.41,18.74,0.004300,3.2441,-0.6814,16.96
3827,216.38,199.50,14.38,0.004500,3.2441,-0.6814,14.36
3828,216.92,200.00,14.74,0.004800,3.2441,-0.6814,13.17
3829,216.42,199.54,14.17,0.004800,3.2441,-0.6814,14.42
3832,216.59,199.70,14.48,0.005500,3.2441,-0.6814,12.78
3833,218.28,201.25,13.37,0.005100,3.2441,-0.6814,12.05
3834,217.87,200.88,13.72,0.004700,3.2441,-0.6814,8.92
3835,218.99,201.91,13.35,0.004400,3.2441,-0.6814,7.54
3836,218.50,201.46,12.85,0.004400,3.2441,-0.6814,8.57
3839,220.15,202.98,12.42,0.004600,3.2441,-0.6814,8.08
3840,220.58,203.37,12.41,0.004900,3.2441,-0.6814,7.65
3841,220.70,203.49,12.43,0.005100,3.2441,-0.6814,9.74
3843,221.52,204.24,12.34,0.004900,3.2441,-0.6814,11.98
3846,220.48,203.28,13.15,0.004800,3.2441,-0.6814,11.84
3847,220.91,203.68,12.90,0.004800,3.2441,-0.6814,11.51
3848,220.38,203.19,13.33,0.004800,3.2441,-0.6814,13.81
3849,219.57,202.44,14.07,0.004800,3.2441,-0.6814,13.20
3850,219.68,202.55,14.12,0.004900,3.2441,-0.6814,9.53
3853,221.00,203.76,12.14,0.004900,3.2441,-0.6814,9.69
3854,221.70,204.41,11.79,0.004900,3.2441,-0.6814,12.57
3855,224.60,207.08,12.22,0.005200,3.2441,-0.6814,12.98
3856,225.15,207.59,12.64,0.005100,3.2441,-0.6814,11.29
3857,226.51,208.84,11.75,0.005400,3.2441,-0.6814,13.82
3860,226.25,208.60,12.64,0.005100,3.2441,-0.6814,14.86
3861,227.76,209.99,12.72,0.005400,3.2441,-0.6814,15.92
3862,225.88,208.26,13.19,0.005500,3.2441,-0.6814,11.85
3863,226.81,209.12,12.79,0.005100,3.2441,-0.6814,10.41
3864,225.04,208.71,12.20,0.005100,3.2441,-0.6814,10.13
3867,225.53,209.16,11.71,0.005200,3.2441,-0.6814,10.15
3868,226.40,209.97,11.45,0.005200,3.2441,-0.6814,9.62
3869,225.77,209.39,11.27,0.005200,3.2441,-0.6814,9.21
3870,225.38,209.03,11.43,0.005100,3.2441,-0.6814,8.68
3871,225.71,209.33,11.44,0.005200,3.2441,-0.6814,11.08
3875,226.27,209.85,11.99,0.005100,3.2441,-0.6814,12.94
3876,224.40,208.12,12.95,0.005300,3.2441,-0.6814,11.40
3877,224.35,208.07,13.37,0.004700,3.2441,-0.6814,12.17
3878,223.53,207.31,14.04,0.005100,3.2441,-0.6814,12.38
3882,225.24,208.90,12.85,0.005300,3.2441,-0.6814,10.23
3883,226.58,210.14,11.85,0.005300,3.2441,-0.6814,9.84
3884,226.40,209.97,11.67,0.005200,3.2441,-0.6814,8.81
3885,227.21,210.72,11.32,0.005300,3.2441,-0.6814,9.46
3888,226.46,210.03,11.56,0.005000,3.2441,-0.6814,8.99
3889,226.46,210.03,11.49,0.005200,3.2441,-0.6814,9.44
3890,227.10,210.62,11.26,0.005200,3.2441,-0.6814,9.04
3891,226.53,210.09,11.54,0.005200,3.2441,-0.6814,8.43
3892,227.05,210.57,11.23,0.005300,3.2441,-0.6814,11.45
3896,226.25,209.83,11.87,0.005500,3.2441,-0.6814,12.15
3897,226.75,210.30,12.48,0.005300,3.2441,-0.6814,11.39
3898,225.91,209.52,12.78,0.005200,3.2441,-0.6814,9.12
3899,226.74,210.29,11.54,0.005000,3.2441,-0.6814,10.69
3902,226.15,209.74,11.77,0.005100,3.2441,-0.6814,9.36
3903,227.60,211.08,11.07,0.005100,3.2441,-0.6814,9.05
3904,229.57,212.91,10.81,0.005000,3.2441,-0.6814,9.64
3905,229.33,212.69,10.63,0.005100,3.2441,-0.6814,9.17
3906,228.97,212.35,10.58,0.005200,3.2441,-0.6814,12.35
3909,227.55,211.04,11.88,0.005100,3.2441,-0.6814,11.77
